交易号,商品编码,商品名称,品类,数量,交易日期,单价(元)
100091,SKU66603,排骨,肉禽蛋品,5,2026-01-21,75.47
100091,SKU96595,胡萝卜,生鲜蔬果,2,2026-01-21,55.34
100091,SKU91083,土豆,生鲜蔬果,4,2026-01-21,9.6
100091,SKU19634,辣椒酱,粮油调味,3,2026-01-21,64.45
100091,SKU59807,纸巾,日化清洁,1,2026-01-21,23.63
100092,SKU68292,大米,粮油调味,1,2026-03-24,75.61
100092,SKU23399,食用油,粮油调味,3,2026-03-24,61.62
100092,SKU66489,酱油,粮油调味,2,2026-03-24,9.72
100092,SKU77166,牛肉,肉禽蛋品,4,2026-03-24,45.89
100093,SKU60829,大米,粮油调味,1,2026-07-04,25.47
100093,SKU83339,食用油,粮油调味,1,2026-07-04,58.81
100093,SKU32227,酱油,粮油调味,2,2026-07-04,47.04
100093,SKU45247,牛肉,肉禽蛋品,4,2026-07-04,16.05
100093,SKU29127,洗洁精,日化清洁,3,2026-07-04,23.67
100093,SKU46170,拖把,日化清洁,1,2026-07-04,15.87
100094,SKU74985,垃圾袋,日化清洁,2,2026-07-10,58.51
100094,SKU70012,面包,食品饮料,5,2026-07-10,50.48
100095,SKU95332,可乐,食品饮料,4,2026-02-05,28.77
100095,SKU52030,薯片,食品饮料,5,2026-02-05,13.48
100095,SKU36326,饼干,食品饮料,5,2026-02-05,75.94
100095,SKU62198,消毒液,日化清洁,4,2026-02-05,27.19
100095,SKU92955,牙膏,日化清洁,3,2026-02-05,25.44
100096,SKU36188,消毒液,日化清洁,1,2026-08-19,74.77
100096,SKU33583,薯片,食品饮料,5,2026-08-19,79.79
100096,SKU70505,蛋糕粉,烘焙用品,5,2026-08-19,5.07
100096,SKU48185,垃圾袋,日化清洁,2,2026-08-19,36.76
100097,SKU59412,羊肉卷,火锅食材,2,2026-02-27,58.07
100097,SKU88372,三文鱼,肉禽蛋品,1,2026-02-27,37.58
100097,SKU80040,矿泉水,食品饮料,4,2026-02-27,47.83
100097,SKU64827,牛奶,食品饮料,5,2026-02-27,74.11
100097,SKU57124,面包,食品饮料,5,2026-02-27,5.83
100098,SKU90304,鸡蛋,肉禽蛋品,3,2026-09-20,15.81
100098,SKU94545,酸奶,食品饮料,1,2026-09-20,46.37
100099,SKU76935,可乐,食品饮料,1,2026-07-25,22.92
100099,SKU85397,薯片,食品饮料,5,2026-07-25,45.97
100099,SKU61266,饼干,食品饮料,2,2026-07-25,37.32
100099,SKU87147,黄瓜,生鲜蔬果,4,2026-07-25,62.47
100100,SKU21253,牛奶,食品饮料,4,2026-09-05,73.88
100100,SKU28569,面包,食品饮料,1,2026-09-05,67.01
100100,SKU69681,鸡蛋,肉禽蛋品,3,2026-09-05,27.02
100100,SKU55652,果汁,食品饮料,2,2026-09-05,43.13
100101,SKU94930,洗衣液,日化清洁,1,2026-08-04,68.39
100101,SKU31542,生菜,生鲜蔬果,1,2026-08-04,55.14
100101,SKU82339,矿泉水,食品饮料,2,2026-08-04,42.73
100101,SKU65885,香蕉,生鲜蔬果,2,2026-08-04,28.49
100101,SKU63090,鸭蛋,肉禽蛋品,4,2026-08-04,20.85
100102,SKU38153,蛋糕粉,烘焙用品,4,2026-03-06,3.34
100102,SKU18200,白菜,生鲜蔬果,2,2026-03-06,24.43
100102,SKU80371,盐,粮油调味,5,2026-03-06,10.83
100102,SKU35830,香草精,烘焙用品,2,2026-03-06,31.17
100102,SKU97910,蛋挞皮,烘焙用品,4,2026-03-06,11.77
100103,SKU90918,拖把,日化清洁,3,2026-08-17,68.1
100103,SKU48986,蛋糕粉,烘焙用品,2,2026-08-17,65.66
100103,SKU98094,鸭蛋,肉禽蛋品,5,2026-08-17,48.44
100103,SKU41270,沐浴露,日化清洁,2,2026-08-17,27.12
100104,SKU34347,蛋糕粉,烘焙用品,5,2026-05-04,32.55
100104,SKU94575,黄油,烘焙用品,4,2026-05-04,51.93
100104,SKU74178,淡奶油,烘焙用品,2,2026-05-04,45.73
100104,SKU51232,鸡蛋,肉禽蛋品,3,2026-05-04,13.8
100104,SKU57059,拖把,日化清洁,4,2026-05-04,50.69
100104,SKU35575,酵母,烘焙用品,1,2026-05-04,40.31
100104,SKU76248,三文鱼,肉禽蛋品,4,2026-05-04,77.21
100105,SKU46025,糖粉,烘焙用品,2,2026-08-14,25.49
100105,SKU32047,肥牛卷,火锅食材,2,2026-08-14,44.4
100105,SKU74921,面粉,粮油调味,4,2026-08-14,46.56
100105,SKU85066,猪肉,肉禽蛋品,5,2026-08-14,42.33
100105,SKU81186,白菜,生鲜蔬果,1,2026-08-14,23.63
100106,SKU23423,糖粉,烘焙用品,2,2026-06-18,79.21
100106,SKU14224,蔬菜拼盘,火锅食材,2,2026-06-18,25.92
100107,SKU87060,火锅底料,火锅食材,2,2026-08-09,65.42
100107,SKU89988,丸子,火锅食材,3,2026-08-09,69.3
100107,SKU28249,肥牛卷,火锅食材,4,2026-08-09,15.78
100107,SKU17780,排骨,肉禽蛋品,2,2026-08-09,65.64
100107,SKU46842,牛奶,食品饮料,5,2026-08-09,30.01
100108,SKU63948,西红柿,生鲜蔬果,1,2026-09-06,13.44
100108,SKU95969,鸡蛋,肉禽蛋品,1,2026-09-06,79.42
100108,SKU27392,黄瓜,生鲜蔬果,2,2026-09-06,57.01
100108,SKU52217,饼干,食品饮料,2,2026-09-06,14.26
100108,SKU98635,鸭血,火锅食材,2,2026-09-06,61.63
100109,SKU22202,西红柿,生鲜蔬果,1,2026-07-16,51.79
100109,SKU46467,鸡蛋,肉禽蛋品,4,2026-07-16,42.7
100109,SKU73968,黄瓜,生鲜蔬果,3,2026-07-16,38.01
100109,SKU22208,酵母,烘焙用品,3,2026-07-16,47.81
100109,SKU56952,消毒液,日化清洁,4,2026-07-16,51.88
100109,SKU62129,香草精,烘焙用品,1,2026-07-16,64.27
100110,SKU55054,饼干,食品饮料,5,2026-04-14,68.64
100110,SKU92074,洗洁精,日化清洁,1,2026-04-14,6.54
100110,SKU30707,可乐,食品饮料,4,2026-04-14,4.25
100110,SKU66072,洗发水,日化清洁,4,2026-04-14,38.15
100110,SKU27290,鸡翅,肉禽蛋品,2,2026-04-14,79.67
100111,SKU95054,牛肉,肉禽蛋品,3,2026-05-06,54.17
100111,SKU91999,垃圾袋,日化清洁,2,2026-05-06,6.99
100111,SKU40689,面包,食品饮料,3,2026-05-06,58.9
100111,SKU22475,猪肉,肉禽蛋品,4,2026-05-06,53.47
100112,SKU55032,蚝油,粮油调味,1,2026-01-07,3.62
100112,SKU65353,粉丝,火锅食材,1,2026-01-07,79.09
100112,SKU40008,糖粉,烘焙用品,2,2026-01-07,39.78
100113,SKU27973,鸡蛋,肉禽蛋品,3,2026-07-03,70.84
100113,SKU27451,洗衣液,日化清洁,4,2026-07-03,62.56
100114,SKU92323,面粉,粮油调味,3,2026-03-03,58.63
100114,SKU90750,糖粉,烘焙用品,2,2026-03-03,73.83
100115,SKU56076,火锅底料,火锅食材,5,2026-08-28,59.21
100115,SKU28327,丸子,火锅食材,4,2026-08-28,27.22
100115,SKU21042,肥牛卷,火锅食材,2,2026-08-28,24.33
100115,SKU88644,排骨,肉禽蛋品,2,2026-08-28,45.61
100116,SKU34726,矿泉水,食品饮料,5,2026-05-25,49.73
100116,SKU17152,白糖,粮油调味,4,2026-05-25,25.76
100117,SKU51480,洗衣液,日化清洁,1,2026-04-16,78.99
100117,SKU84498,纸巾,日化清洁,2,2026-04-16,32.79
100117,SKU99514,垃圾袋,日化清洁,4,2026-04-16,31.14
100117,SKU19567,胡萝卜,生鲜蔬果,2,2026-04-16,61.73
100117,SKU11807,豆腐,火锅食材,1,2026-04-16,48.23
100118,SKU65518,牛奶,食品饮料,5,2026-05-07,62.07
100118,SKU80328,面包,食品饮料,4,2026-05-07,9.35
100118,SKU46368,毛肚,火锅食材,5,2026-05-07,50.44
100118,SKU77017,可乐,食品饮料,1,2026-05-07,26.86
100119,SKU41278,大米,粮油调味,4,2026-04-26,59.21
100119,SKU66948,食用油,粮油调味,1,2026-04-26,21.82
100119,SKU89800,酱油,粮油调味,1,2026-04-26,37.91
100119,SKU96252,生菜,生鲜蔬果,1,2026-04-26,26.82
100119,SKU27984,巧克力,食品饮料,2,2026-04-26,12.2
100120,SKU45227,粉丝,火锅食材,2,2026-01-06,60.73
100120,SKU13847,方便面,食品饮料,1,2026-01-06,62.4
100120,SKU45649,面粉,粮油调味,3,2026-01-06,65.15
100120,SKU85582,肥皂,日化清洁,5,2026-01-06,7.92
100121,SKU23487,葡萄,生鲜蔬果,2,2026-02-16,22.64
100121,SKU25117,羊肉卷,火锅食材,5,2026-02-16,54.91
100121,SKU10336,面粉,粮油调味,2,2026-02-16,60.04
100121,SKU11610,肥皂,日化清洁,1,2026-02-16,69.12
100122,SKU51934,带鱼,肉禽蛋品,3,2026-04-02,22.12
100122,SKU84912,食用油,粮油调味,3,2026-04-02,66.6
100122,SKU98254,苹果,生鲜蔬果,3,2026-04-02,12.19
100122,SKU77603,酵母,烘焙用品,1,2026-04-02,16.81
100122,SKU19034,蚝油,粮油调味,1,2026-04-02,76.46
100123,SKU48219,西红柿,生鲜蔬果,1,2026-08-28,31.41
100123,SKU91620,鸡蛋,肉禽蛋品,5,2026-08-28,63.41
100123,SKU87554,黄瓜,生鲜蔬果,2,2026-08-28,38.72
100123,SKU35614,牛肉,肉禽蛋品,4,2026-08-28,79.83
100123,SKU42129,模具,烘焙用品,5,2026-08-28,61.56
100124,SKU11257,辣椒酱,粮油调味,3,2026-03-01,51.97
100124,SKU96154,蔬菜拼盘,火锅食材,3,2026-03-01,3.11
100125,SKU17850,鸡蛋,肉禽蛋品,4,2026-07-28,40.89
100125,SKU22193,白糖,粮油调味,2,2026-07-28,57.8
100125,SKU78125,豆腐,火锅食材,1,2026-07-28,73.94
100125,SKU58823,牛奶,食品饮料,4,2026-07-28,56.97
100126,SKU67014,火锅底料,火锅食材,5,2026-08-24,46.72
100126,SKU44208,丸子,火锅食材,2,2026-08-24,21.23
100126,SKU61505,肥牛卷,火锅食材,3,2026-08-24,74.31
100126,SKU45645,三文鱼,肉禽蛋品,3,2026-08-24,27.49
100126,SKU36569,蛋糕粉,烘焙用品,2,2026-08-24,8.75
100126,SKU86638,胡萝卜,生鲜蔬果,2,2026-08-24,63.06
100127,SKU37215,排骨,肉禽蛋品,1,2026-02-05,44.27
100127,SKU44735,胡萝卜,生鲜蔬果,4,2026-02-05,26.74
100127,SKU99922,土豆,生鲜蔬果,1,2026-02-05,9.96
100127,SKU89076,洗衣液,日化清洁,3,2026-02-05,66.63
100127,SKU52964,淡奶油,烘焙用品,1,2026-02-05,19.56
100128,SKU32789,蛋糕粉,烘焙用品,3,2026-03-03,66.15
100128,SKU69270,鸭血,火锅食材,1,2026-03-03,76.31
100128,SKU42748,橙子,生鲜蔬果,5,2026-03-03,60.6
100128,SKU28322,矿泉水,食品饮料,1,2026-03-03,38.58
100129,SKU92614,洗衣液,日化清洁,4,2026-02-01,31.66
100129,SKU43924,纸巾,日化清洁,1,2026-02-01,47.84
100129,SKU18450,垃圾袋,日化清洁,1,2026-02-01,4.68
100129,SKU68121,盐,粮油调味,2,2026-02-01,72.49
100130,SKU66774,排骨,肉禽蛋品,2,2026-03-03,74.16
100130,SKU60165,香蕉,生鲜蔬果,4,2026-03-03,41.2
100130,SKU38143,油纸,烘焙用品,4,2026-03-03,16.31
100130,SKU68459,橙子,生鲜蔬果,2,2026-03-03,24.17
100131,SKU27987,酸奶,食品饮料,1,2026-03-02,24.54
100131,SKU78919,果汁,食品饮料,4,2026-03-02,18.36
100131,SKU81258,羊肉卷,火锅食材,2,2026-03-02,51.57
100131,SKU57069,淡奶油,烘焙用品,1,2026-03-02,79.18
100131,SKU73527,丸子,火锅食材,4,2026-03-02,44.93
100131,SKU75849,葡萄,生鲜蔬果,3,2026-03-02,73.28
100132,SKU71824,牛奶,食品饮料,3,2026-06-13,7.51
100132,SKU86544,面包,食品饮料,5,2026-06-13,30.52
100132,SKU23124,蚝油,粮油调味,2,2026-06-13,78.0
100132,SKU44934,白菜,生鲜蔬果,2,2026-06-13,53.58
100133,SKU32768,蚝油,粮油调味,3,2026-09-27,75.01
100133,SKU51681,拖把,日化清洁,2,2026-09-27,21.21
100134,SKU74282,大米,粮油调味,5,2026-06-19,26.8
100134,SKU40490,食用油,粮油调味,1,2026-06-19,9.95
100134,SKU79002,酱油,粮油调味,5,2026-06-19,19.85
100134,SKU90495,虾仁,肉禽蛋品,4,2026-06-19,3.05
100134,SKU54663,醋,粮油调味,2,2026-06-19,65.1
100134,SKU52413,羊肉卷,火锅食材,2,2026-06-19,73.75
100135,SKU58967,蛋糕粉,烘焙用品,3,2026-01-01,76.96
100135,SKU54113,黄油,烘焙用品,4,2026-01-01,48.12
100135,SKU30644,淡奶油,烘焙用品,3,2026-01-01,27.84
100135,SKU73858,鸡蛋,肉禽蛋品,4,2026-01-01,63.97
100135,SKU83659,豆腐,火锅食材,3,2026-01-01,16.41
100136,SKU10235,消毒液,日化清洁,2,2026-06-08,16.68
100136,SKU84381,巧克力,食品饮料,5,2026-06-08,33.15
100136,SKU51709,果汁,食品饮料,1,2026-06-08,17.02
100137,SKU21629,虾仁,肉禽蛋品,3,2026-04-21,15.93
100137,SKU44761,牙膏,日化清洁,3,2026-04-21,37.39
100137,SKU18885,胡萝卜,生鲜蔬果,2,2026-04-21,22.21
100137,SKU24160,牛奶,食品饮料,3,2026-04-21,22.76
100137,SKU67438,沐浴露,日化清洁,1,2026-04-21,6.71
100138,SKU39567,消毒液,日化清洁,5,2026-07-06,53.12
100138,SKU14379,沐浴露,日化清洁,2,2026-07-06,37.75
100138,SKU44226,蔬菜拼盘,火锅食材,3,2026-07-06,4.55
100138,SKU32296,鸡肉,肉禽蛋品,1,2026-07-06,8.71
100138,SKU19830,丸子,火锅食材,4,2026-07-06,15.39
100139,SKU66911,苹果,生鲜蔬果,2,2026-09-03,49.76
100139,SKU53397,香蕉,生鲜蔬果,2,2026-09-03,7.12
100139,SKU63645,橙子,生鲜蔬果,2,2026-09-03,78.03
100139,SKU80795,白菜,生鲜蔬果,5,2026-09-03,58.6
100139,SKU48980,芝士碎,烘焙用品,3,2026-09-03,53.87
100140,SKU21485,苹果,生鲜蔬果,3,2026-04-04,3.29
100140,SKU91931,香蕉,生鲜蔬果,3,2026-04-04,66.44
100140,SKU22712,橙子,生鲜蔬果,5,2026-04-04,39.99
100140,SKU93648,肥牛卷,火锅食材,1,2026-04-04,18.94
100140,SKU72071,带鱼,肉禽蛋品,3,2026-04-04,78.23
100141,SKU59996,肥牛卷,火锅食材,2,2026-02-10,31.57
100141,SKU15848,方便面,食品饮料,3,2026-02-10,17.37
100141,SKU44524,牛肉,肉禽蛋品,3,2026-02-10,36.86
100141,SKU83956,蔬菜拼盘,火锅食材,2,2026-02-10,67.46
100141,SKU97486,拖把,日化清洁,1,2026-02-10,14.64
100142,SKU72424,淡奶油,烘焙用品,5,2026-02-03,70.89
100142,SKU14551,辣椒酱,粮油调味,3,2026-02-03,9.08
100142,SKU77740,葡萄,生鲜蔬果,5,2026-02-03,46.98
100142,SKU91300,拖把,日化清洁,5,2026-02-03,55.17
100142,SKU68856,酵母,烘焙用品,2,2026-02-03,12.26
100142,SKU31910,火锅底料,火锅食材,2,2026-02-03,76.08
100143,SKU92211,牛奶,食品饮料,2,2026-04-26,79.79
100143,SKU43801,面包,食品饮料,2,2026-04-26,67.23
100143,SKU18783,猪肉,肉禽蛋品,3,2026-04-26,73.13
100143,SKU62082,芝士碎,烘焙用品,1,2026-04-26,32.88
100144,SKU87061,模具,烘焙用品,2,2026-09-11,14.41
100144,SKU23133,黄瓜,生鲜蔬果,5,2026-09-11,61.4
100144,SKU23237,粉丝,火锅食材,1,2026-09-11,46.33
100144,SKU55071,酵母,烘焙用品,3,2026-09-11,69.8
100144,SKU95824,鸭蛋,肉禽蛋品,4,2026-09-11,23.34
100144,SKU72003,豆腐,火锅食材,4,2026-09-11,47.05
100145,SKU16460,蛋糕粉,烘焙用品,3,2026-01-06,56.17
100145,SKU58816,黄油,烘焙用品,4,2026-01-06,73.9
100145,SKU49722,淡奶油,烘焙用品,1,2026-01-06,29.02
100145,SKU74437,鸡蛋,肉禽蛋品,3,2026-01-06,24.59
100145,SKU39878,苹果,生鲜蔬果,1,2026-01-06,77.88
100146,SKU63368,洗洁精,日化清洁,4,2026-03-10,19.28
100146,SKU59009,饼干,食品饮料,4,2026-03-10,61.48
100146,SKU30836,酵母,烘焙用品,1,2026-03-10,42.68
100146,SKU76426,牛肉,肉禽蛋品,1,2026-03-10,26.96
100146,SKU78719,醋,粮油调味,4,2026-03-10,13.45
100147,SKU57235,洗衣液,日化清洁,1,2026-01-06,38.15
100147,SKU70846,纸巾,日化清洁,2,2026-01-06,24.1
100147,SKU26236,垃圾袋,日化清洁,5,2026-01-06,33.56
100147,SKU74066,酸奶,食品饮料,1,2026-01-06,21.63
100148,SKU31352,沐浴露,日化清洁,1,2026-08-06,32.77
100148,SKU38091,大米,粮油调味,5,2026-08-06,63.05
100148,SKU98826,方便面,食品饮料,2,2026-08-06,52.85
100148,SKU63674,牛肉,肉禽蛋品,2,2026-08-06,23.72
100148,SKU99417,可乐,食品饮料,5,2026-08-06,4.54
100149,SKU50037,黄瓜,生鲜蔬果,5,2026-01-16,64.99
100149,SKU59345,蚝油,粮油调味,3,2026-01-16,35.63
100149,SKU38601,面包,食品饮料,3,2026-01-16,38.34
100150,SKU73142,蛋糕粉,烘焙用品,3,2026-08-10,55.7
100150,SKU46239,鸡蛋,肉禽蛋品,1,2026-08-10,28.89
100150,SKU44229,西红柿,生鲜蔬果,3,2026-08-10,69.33
100150,SKU77802,鸭血,火锅食材,3,2026-08-10,17.5
100150,SKU88647,肥皂,日化清洁,2,2026-08-10,72.28
100150,SKU99228,可乐,食品饮料,4,2026-08-10,53.86
100151,SKU14629,排骨,肉禽蛋品,4,2026-03-24,32.9
100151,SKU84978,胡萝卜,生鲜蔬果,5,2026-03-24,57.52
100151,SKU39145,土豆,生鲜蔬果,2,2026-03-24,29.42
100151,SKU72355,方便面,食品饮料,5,2026-03-24,52.15
100151,SKU32280,酵母,烘焙用品,3,2026-03-24,42.06
100152,SKU33995,排骨,肉禽蛋品,5,2026-09-06,61.74
100152,SKU39131,胡萝卜,生鲜蔬果,3,2026-09-06,53.39
100152,SKU50250,土豆,生鲜蔬果,3,2026-09-06,20.2
100152,SKU53426,方便面,食品饮料,4,2026-09-06,63.68
100153,SKU99220,排骨,肉禽蛋品,5,2026-06-09,12.23
100153,SKU64146,火锅底料,火锅食材,4,2026-06-09,43.8
100153,SKU29762,橙子,生鲜蔬果,1,2026-06-09,70.06
100153,SKU54914,胡萝卜,生鲜蔬果,2,2026-06-09,79.41
100153,SKU69974,醋,粮油调味,4,2026-06-09,79.01
100154,SKU17603,猪肉,肉禽蛋品,2,2026-03-11,27.13
100154,SKU37444,肥牛卷,火锅食材,1,2026-03-11,37.81
100154,SKU30766,牙膏,日化清洁,2,2026-03-11,47.37
100155,SKU72573,鸡翅,肉禽蛋品,4,2026-08-26,34.06
100155,SKU79963,芝士碎,烘焙用品,4,2026-08-26,3.36
100156,SKU92141,牛奶,食品饮料,1,2026-04-24,55.11
100156,SKU55134,面包,食品饮料,2,2026-04-24,20.42
100156,SKU60272,豆腐,火锅食材,3,2026-04-24,12.93
100156,SKU31891,醋,粮油调味,5,2026-04-24,48.33
100157,SKU27536,西红柿,生鲜蔬果,3,2026-02-27,36.39
100157,SKU74248,鸡蛋,肉禽蛋品,3,2026-02-27,79.7
100157,SKU31611,黄瓜,生鲜蔬果,3,2026-02-27,60.76
100157,SKU39402,粉丝,火锅食材,4,2026-02-27,4.47
100157,SKU12872,豆腐,火锅食材,2,2026-02-27,19.26
100158,SKU16286,牛奶,食品饮料,5,2026-09-06,6.74
100158,SKU12587,面包,食品饮料,1,2026-09-06,53.32
100158,SKU64627,蘸料,火锅食材,1,2026-09-06,56.11
100159,SKU96725,西红柿,生鲜蔬果,1,2026-08-13,26.19
100159,SKU45386,鸡蛋,肉禽蛋品,1,2026-08-13,54.01
100159,SKU27978,黄瓜,生鲜蔬果,5,2026-08-13,49.63
100159,SKU23751,带鱼,肉禽蛋品,4,2026-08-13,66.96
100159,SKU25431,白糖,粮油调味,5,2026-08-13,58.34
100160,SKU81845,盐,粮油调味,3,2026-05-04,15.35
100160,SKU73001,方便面,食品饮料,4,2026-05-04,73.1
100160,SKU11671,粉丝,火锅食材,3,2026-05-04,21.06
100160,SKU85255,纸巾,日化清洁,1,2026-05-04,72.83
100160,SKU21807,淡奶油,烘焙用品,4,2026-05-04,14.48
100161,SKU48800,面包,食品饮料,4,2026-09-03,79.13
100161,SKU23082,辣椒酱,粮油调味,3,2026-09-03,38.75
100162,SKU16014,西红柿,生鲜蔬果,1,2026-03-28,10.31
100162,SKU96947,鸡蛋,肉禽蛋品,1,2026-03-28,68.6
100162,SKU67372,黄瓜,生鲜蔬果,2,2026-03-28,28.31
100162,SKU22183,洗衣液,日化清洁,5,2026-03-28,23.66
100162,SKU33969,蛋挞皮,烘焙用品,3,2026-03-28,65.75
100163,SKU17686,饼干,食品饮料,1,2026-02-13,13.2
100163,SKU87430,拖把,日化清洁,2,2026-02-13,10.99
100163,SKU98918,丸子,火锅食材,4,2026-02-13,64.77
100163,SKU59774,酵母,烘焙用品,4,2026-02-13,16.96
100163,SKU99714,面粉,粮油调味,3,2026-02-13,50.07
100164,SKU95848,淡奶油,烘焙用品,1,2026-03-16,7.88
100164,SKU98857,糖粉,烘焙用品,3,2026-03-16,3.95
100165,SKU96993,蚝油,粮油调味,2,2026-09-25,40.11
100165,SKU83183,洗发水,日化清洁,4,2026-09-25,14.45
100165,SKU94331,粉丝,火锅食材,5,2026-09-25,7.2
100165,SKU71510,豆腐,火锅食材,2,2026-09-25,41.93
100165,SKU19812,鸡肉,肉禽蛋品,4,2026-09-25,69.95
100165,SKU53371,芝士碎,烘焙用品,4,2026-09-25,27.69
100166,SKU75333,消毒液,日化清洁,5,2026-05-02,37.5
100166,SKU75191,黄油,烘焙用品,4,2026-05-02,27.34
100166,SKU64046,牛奶,食品饮料,1,2026-05-02,10.9
100166,SKU10022,猪肉,肉禽蛋品,1,2026-05-02,45.9
100166,SKU91142,模具,烘焙用品,1,2026-05-02,63.97
100166,SKU83706,糖粉,烘焙用品,3,2026-05-02,71.54
100167,SKU91232,垃圾袋,日化清洁,3,2026-04-21,46.13
100167,SKU96136,橙子,生鲜蔬果,5,2026-04-21,39.43
100167,SKU24945,蚝油,粮油调味,3,2026-04-21,58.13
100167,SKU39064,模具,烘焙用品,1,2026-04-21,61.47
100168,SKU74542,西红柿,生鲜蔬果,1,2026-01-11,72.06
100168,SKU63636,鸡蛋,肉禽蛋品,2,2026-01-11,66.28
100168,SKU35679,黄瓜,生鲜蔬果,1,2026-01-11,22.58
100168,SKU61497,粉丝,火锅食材,2,2026-01-11,12.3
100168,SKU34979,肥皂,日化清洁,2,2026-01-11,38.19
100169,SKU76086,排骨,肉禽蛋品,4,2026-06-04,53.7
100169,SKU10568,香草精,烘焙用品,2,2026-06-04,77.22
100170,SKU26827,可乐,食品饮料,5,2026-09-24,16.37
100170,SKU88714,薯片,食品饮料,1,2026-09-24,32.83
100170,SKU76074,饼干,食品饮料,5,2026-09-24,70.97
100170,SKU89822,丸子,火锅食材,4,2026-09-24,35.24
100170,SKU54939,鸭血,火锅食材,2,2026-09-24,24.07
100170,SKU27481,食用油,粮油调味,3,2026-09-24,37.87
100171,SKU27389,矿泉水,食品饮料,3,2026-03-14,73.93
100171,SKU93476,洗衣液,日化清洁,2,2026-03-14,41.8
100171,SKU56168,料酒,粮油调味,3,2026-03-14,57.7
100171,SKU84794,盐,粮油调味,5,2026-03-14,39.99
100171,SKU79979,白糖,粮油调味,4,2026-03-14,54.92
100171,SKU65363,果汁,食品饮料,3,2026-03-14,70.57
100172,SKU31094,可乐,食品饮料,1,2026-01-17,18.39
100172,SKU29192,薯片,食品饮料,3,2026-01-17,55.62
100172,SKU48684,饼干,食品饮料,1,2026-01-17,56.18
100172,SKU14234,橙子,生鲜蔬果,2,2026-01-17,61.03
100173,SKU99803,蚝油,粮油调味,4,2026-06-27,32.84
100173,SKU17051,拖把,日化清洁,3,2026-06-27,77.37
100173,SKU36619,牛奶,食品饮料,1,2026-06-27,60.26
100173,SKU68073,鸭血,火锅食材,5,2026-06-27,69.9
100173,SKU94886,可乐,食品饮料,2,2026-06-27,73.18
100173,SKU81645,橙子,生鲜蔬果,3,2026-06-27,61.14
100174,SKU32779,果汁,食品饮料,1,2026-04-25,17.4
100174,SKU15326,香草精,烘焙用品,5,2026-04-25,12.19
100174,SKU44634,食用油,粮油调味,4,2026-04-25,24.49
100175,SKU52287,西红柿,生鲜蔬果,1,2026-03-06,14.84
100175,SKU91968,牙膏,日化清洁,5,2026-03-06,6.92
100175,SKU49472,油纸,烘焙用品,5,2026-03-06,67.92
100175,SKU82110,带鱼,肉禽蛋品,4,2026-03-06,63.82
100176,SKU30889,豆腐,火锅食材,1,2026-06-03,63.54
100176,SKU62876,蚝油,粮油调味,4,2026-06-03,44.82
100176,SKU37964,酱油,粮油调味,1,2026-06-03,29.9
100176,SKU48479,粉丝,火锅食材,3,2026-06-03,28.49
100177,SKU41958,黄瓜,生鲜蔬果,5,2026-04-25,73.73
100177,SKU52065,鸭蛋,肉禽蛋品,1,2026-04-25,55.56
100177,SKU24860,沐浴露,日化清洁,4,2026-04-25,73.53
100177,SKU47070,香草精,烘焙用品,4,2026-04-25,22.76
100177,SKU59146,牛奶,食品饮料,1,2026-04-25,73.17
100178,SKU31940,香蕉,生鲜蔬果,1,2026-09-26,76.01
100178,SKU92173,果汁,食品饮料,5,2026-09-26,44.06
100178,SKU92511,醋,粮油调味,1,2026-09-26,19.23
100178,SKU65601,洗洁精,日化清洁,2,2026-09-26,69.6
100178,SKU67047,鸭血,火锅食材,1,2026-09-26,18.83
100179,SKU17113,模具,烘焙用品,1,2026-02-24,9.74
100179,SKU83149,牙膏,日化清洁,2,2026-02-24,64.15
100180,SKU61052,淡奶油,烘焙用品,4,2026-02-19,27.36
100180,SKU94072,拖把,日化清洁,1,2026-02-19,44.18
100180,SKU86756,香草精,烘焙用品,5,2026-02-19,7.87
100180,SKU19514,黄油,烘焙用品,1,2026-02-19,56.97
100181,SKU96602,西红柿,生鲜蔬果,4,2026-06-17,33.42
100181,SKU79922,鸡蛋,肉禽蛋品,1,2026-06-17,39.5
100181,SKU61248,黄瓜,生鲜蔬果,2,2026-06-17,13.5
100181,SKU93105,牛肉,肉禽蛋品,5,2026-06-17,25.71
100181,SKU94926,可乐,食品饮料,2,2026-06-17,25.95
100181,SKU11461,糖粉,烘焙用品,3,2026-06-17,76.72
